"quote","attribution"
"Das ist eine arme Maus, // die nur weiß zu einem Loch hinaus.","Georg Rollenhagen, Bröseldieb rümet sein geschlecht und weisheit. Aus: Froschmeuseler, 1. Buch, 1. Theil, 3. Kapitel. Hg. von Karl Goedeke. Erster Theil. Leipzig: F. A. Brockhaus, 1876 [Dt. Dichter des 16. Jahrhunderts, Bd. 8]. S. 16, Zeile 109f."
"(Original: ","Das ist eine arme maus, // Die nurt weiß zu eim loch hinaus."
"Wenn die katz nicht ist im haus, // so hat frei umlaufen die maus.","Georg Rollenhagen, Murner betreugt die meuse mit seinem todfliegen. Aus: Froschmeuseler, 1. Buch, 2. Theil, 25. Kapitel. Hg. von Karl Goedeke. Erster Theil. Leipzig: F. A. Brockhaus, 1876 [Dt. Dichter des 16. Jahrhunderts, Bd. 8]. S. 176, Zeile 17f."
