"quote","attribution"
"Der Kragenbär, der holt sich munter // einen nach dem andern runter.","Robert Gernhardt, Er nun wieder. Hier spricht der Zeichner, Stuttgart 1996, S. 48, aus: Besternte Ernte, Frankfurt 1976"
"Ein Atheist ist eine Brut der Hölle, die sich, wie der Teufel, tausendmal verstellen kann. Bald ist's ein listiger Fuchs, bald ein wilder Bär; bald ist's ein Esel, bald ein Philosoph; bald ist's ein Hund, bald ein unverschämter Poete. Kurz, es ist ein Untier, das schon lebendig bei dem Satan in der Hölle brennt, eine Pest der Erde, eine abscheuliche Kreatur, ein Vieh, das dummer ist, als ein Vieh; ein Seelenkannibal, ein Antichrist, ein schreckliches Ungeheuer.","Gotthold Ephraim Lessing, Der Freigeist / Martin"
"Was du wirst erwachend sehn, // Wähl es dir zum Liebchen schön, // seinetwegen schmacht und stöhn, // sei es Brummbär, Kater, Luchs, // borst'ger Eber oder Fuchs, // was sich zeigt an diesem Platz, // wenn du aufwachst, wird dein Schatz; // sähst du gleich die ärgste Fratz'!","William Shakespeare, Ein Sommernachtstraum, 2. Aufzug, 2. Szene / Oberon zu Titania"
"Wenn Lügen Haare wären, // Wir wären rauh wie Bären // Und hätten keine Glatzen.","Wilhelm Busch#Kritik des Herzens, Wenn alles sitzenbliebe"
