"quote","attribution"
"In unserer Welt der Übermobilisierung, Billigflieger und Freiheit des Individuums steht es jedem frei, nach Paris oder Zürich zu fliegen, um dort die vermeintliche Krönung kulinarischer Kunst zu genießen. Wen aber der Wind des Schicksals nach Manchester verschlägt, der sollte auch bereit sein, dort Fish and Chips zu essen.","Jakob Hein, Gebrauchsanweisung für Berlin, München, 2006, S. 139. ISBN 3492275559"
"Vor lauter Globalisierung und Computerisierung dürfen die schönen Dinge des Lebens wie Kartoffeln oder Eintopf kochen nicht zu kurz kommen.","Angela Merkel, Rede auf dem Hessentag in Heppenheim vor 4000 Landfrauen in: Handelsblatt, 24. Juni 2004"
