"quote","attribution"
"Hier aufm Land isses schön. Hier gibt's keine Erdbeben, keine Waldbrände, keine Hurrikans. Ich warte jetzt nur noch ein bisschen, bis der Meeresspiegel steigt, und dann stelle ich mir ein Wasserflugzeug vor die Haustür.","Rötger Feldmann, Stern Nr. 40/2008 vom 25. September 2008, S. 186"
"Wir sind zwar Beherrscher der Luft und können Erdteile und Ozeane überqueren, aber das nächste Hausdach haben wir mit unseren Luftfahrzeugen noch nicht erobert. Die Erfüllung dieses Wunschtraumes erhoffen wir, neben vielen anderen Möglichkeiten, von dem Hubschrauber.","Engelbert Zaschka, Drehflügelflugzeuge. Trag- und Hubschrauber. C.J.E. Volckmann Nachf. E. Wette, Berlin-Charlottenburg 1936, S. 5."
