"quote","attribution"
"Die Wüste lebt? Ja, wenn man alle Kamele in die Wüste schicken würde!","Gerhard Uhlenbruck, Kein Blatt vor den Mund nehmen, Hrsg. Prof. Wolfgang Mieder, Ralf Reglin Verlag Köln, Ausgabe 2005, S. 178, ISBN 3-930620-25-1"
"Mit zwanzig Jahren // ist der Mensch ein Pfau, // mit dreißig ein Löwe, // mit vierzig ein Kamel, // mit fünfzig eine Schlange, // mit sechzig ein Hund, // mit siebzig ein Affe, // mit achtzig - nichts.","Baltasar Gracián y Morales, Handorakel und Kunst der Weltklugheit"
"Eher geht ein Kamel durch ein Nadelöhr denn ein Reicher in den Himmel.","siehe w:Gleichnis vom Nadelöhr"
