"quote","attribution"
"Er fiel wie eine Qualle, die zur Ebbe auf Strand geriet, in sich zusammen.","Klabund, Störtebeker. Aus: Werke, Band 8: Aufsätze und verstreute Prosa. Hrsg. von Joachim Grage und Christian von Zimmermann. Berlin: Elfenbein, 2003. S. 106. ISBN 3-932245-19-9"
"Meine Logik wünscht sich, dass alles eine Ursache hat. Aber wie die aussieht, ob bärtig, männlich oder wie eine kleine Qualle - ich weiß es nicht.","Dieter Nuhr, TV-Beileger zum Stern Nr. 25/2007 vom 14. Juni 2007, S. 3"
