"quote","attribution"
"Denn ich begleitete dich als Knab' im Garten; wir gingen unter den Bäumen umher, und du nanntest und zeigtest mir jeden. Dreizehn Bäume mit Birnen und zehn voll rötlicher Äpfel schenktest du mir und vierzig Feigenbäume.","Homer, Odyssee, 24. Gesang"
"Wie stehst du doch so dürr und kahl, // Die trocknen Adern leer, // O Feigenbaum! // Ein Totenkranz von Blättern fahl // Hängt rasselnd um dich her // Wie Wellenschaum.","Annette von Droste-Hülshoff, Am Montag in der Charwoche"
